model,year,price,results
ford fiesta (DE),2012.0,11500.0,0.0
ford fiesta (DE),2012.0,12000.0,0.0
ford fiesta (DE),2012.0,12500.0,0.0
ford fiesta (DE),2012.0,13000.0,0.0
ford fiesta (DE),2012.0,13500.0,0.0
ford fiesta (DE),2012.0,14000.0,0.0
ford fiesta (DE),2012.0,14500.0,0.0
ford fiesta (DE),2012.0,15000.0,0.0
ford fiesta (DE),2012.0,15500.0,0.0
ford fiesta (DE),2012.0,16000.0,0.0
ford fiesta (DE),2012.0,16500.0,0.0
ford fiesta (DE),2012.0,17000.0,0.0
ford fiesta (DE),2012.0,17500.0,0.0
ford fiesta (DE),2012.0,18000.0,0.0
ford fiesta (DE),2012.0,18500.0,0.0
ford fiesta (DE),2012.0,19000.0,0.0
ford fiesta (DE),2012.0,19500.0,0.0
ford fiesta (DE),2012.0,20000.0,0.0
ford fiesta (DE),2012.0,20500.0,0.0
ford fiesta (DE),2012.0,21000.0,0.0
ford fiesta (DE),2012.0,21500.0,0.0
ford fiesta (DE),2013.0,1000.0,0.0
ford fiesta (DE),2013.0,1500.0,0.0
ford fiesta (DE),2013.0,2000.0,0.0
ford fiesta (DE),2013.0,2500.0,0.0
ford fiesta (DE),2013.0,3000.0,0.0
ford fiesta (DE),2013.0,3500.0,0.0
ford fiesta (DE),2013.0,4000.0,0.0
ford fiesta (DE),2013.0,4500.0,1.0
ford fiesta (DE),2013.0,5000.0,1.0
ford fiesta (DE),2013.0,5500.0,6.0
ford fiesta (DE),2013.0,6000.0,10.0
ford fiesta (DE),2013.0,6500.0,27.0
ford fiesta (DE),2013.0,7000.0,19.0
ford fiesta (DE),2013.0,7500.0,63.0
ford fiesta (DE),2013.0,8000.0,26.0
ford fiesta (DE),2013.0,8500.0,62.0
ford fiesta (DE),2013.0,9000.0,14.0
ford fiesta (DE),2013.0,9500.0,53.0
ford fiesta (DE),2013.0,10000.0,11.0
ford fiesta (DE),2013.0,10500.0,10.0
ford fiesta (DE),2013.0,11000.0,3.0
ford fiesta (DE),2013.0,11500.0,2.0
ford fiesta (DE),2013.0,12000.0,1.0
ford fiesta (DE),2013.0,12500.0,2.0
ford fiesta (DE),2013.0,13000.0,0.0
ford fiesta (DE),2013.0,13500.0,0.0
ford fiesta (DE),2013.0,14000.0,0.0
ford fiesta (DE),2013.0,14500.0,0.0
ford fiesta (DE),2013.0,15000.0,0.0
ford fiesta (DE),2013.0,15500.0,0.0
ford fiesta (DE),2013.0,16000.0,0.0
ford fiesta (DE),2013.0,16500.0,0.0
ford fiesta (DE),2013.0,17000.0,0.0
ford fiesta (DE),2013.0,17500.0,0.0
ford fiesta (DE),2013.0,18000.0,0.0
ford fiesta (DE),2013.0,18500.0,0.0
ford fiesta (DE),2013.0,19000.0,0.0
ford fiesta (DE),2013.0,19500.0,0.0
ford fiesta (DE),2013.0,20000.0,0.0
ford fiesta (DE),2013.0,20500.0,0.0
ford fiesta (DE),2013.0,21000.0,0.0
ford fiesta (DE),2013.0,21500.0,0.0
ford fiesta (DE),2014.0,1000.0,0.0
ford fiesta (DE),2014.0,1500.0,0.0
ford fiesta (DE),2014.0,2000.0,0.0
ford fiesta (DE),2014.0,2500.0,0.0
ford fiesta (DE),2014.0,3000.0,0.0
ford fiesta (DE),2014.0,3500.0,0.0
ford fiesta (DE),2014.0,4000.0,0.0
ford fiesta (DE),2014.0,4500.0,0.0
ford fiesta (DE),2014.0,5000.0,0.0
ford fiesta (DE),2014.0,5500.0,5.0
ford fiesta (DE),2014.0,6000.0,10.0
ford fiesta (DE),2014.0,6500.0,16.0
ford fiesta (DE),2014.0,7000.0,21.0
ford fiesta (DE),2014.0,7500.0,66.0
ford fiesta (DE),2014.0,8000.0,40.0
ford fiesta (DE),2014.0,8500.0,102.0
ford fiesta (DE),2014.0,9000.0,50.0
ford fiesta (DE),2014.0,9500.0,106.0
ford fiesta (DE),2014.0,10000.0,20.0
ford fiesta (DE),2014.0,10500.0,75.0
ford fiesta (DE),2014.0,11000.0,12.0
ford fiesta (DE),2014.0,11500.0,11.0
ford fiesta (DE),2014.0,12000.0,5.0
ford fiesta (DE),2014.0,12500.0,5.0
ford fiesta (DE),2014.0,13000.0,0.0
ford fiesta (DE),2014.0,13500.0,0.0
ford fiesta (DE),2014.0,14000.0,0.0
ford fiesta (DE),2014.0,14500.0,0.0
ford fiesta (DE),2014.0,15000.0,0.0
ford fiesta (DE),2014.0,15500.0,0.0
ford fiesta (DE),2014.0,16000.0,0.0
ford fiesta (DE),2014.0,16500.0,0.0
ford fiesta (DE),2014.0,17000.0,0.0
ford fiesta (DE),2014.0,17500.0,0.0
ford fiesta (DE),2014.0,18000.0,0.0
ford fiesta (DE),2014.0,18500.0,0.0
ford fiesta (DE),2014.0,19000.0,0.0
ford fiesta (DE),2014.0,19500.0,0.0
ford fiesta (DE),2014.0,20000.0,0.0
ford fiesta (DE),2014.0,20500.0,0.0
ford fiesta (DE),2014.0,21000.0,0.0
ford fiesta (DE),2014.0,21500.0,0.0
ford fiesta (DE),2015.0,1000.0,0.0
ford fiesta (DE),2015.0,1500.0,0.0
ford fiesta (DE),2015.0,2000.0,0.0
ford fiesta (DE),2015.0,2500.0,0.0
ford fiesta (DE),2015.0,3000.0,0.0
ford fiesta (DE),2015.0,3500.0,0.0
ford fiesta (DE),2015.0,4000.0,0.0
ford fiesta (DE),2015.0,4500.0,0.0
ford fiesta (DE),2015.0,5000.0,0.0
ford fiesta (DE),2015.0,5500.0,0.0
ford fiesta (DE),2015.0,6000.0,1.0
ford fiesta (DE),2015.0,6500.0,17.0
ford fiesta (DE),2015.0,7000.0,23.0
ford fiesta (DE),2015.0,7500.0,62.0
ford fiesta (DE),2015.0,8000.0,24.0
ford fiesta (DE),2015.0,8500.0,96.0
ford fiesta (DE),2015.0,9000.0,69.0
ford fiesta (DE),2015.0,9500.0,66.0
ford fiesta (DE),2015.0,10000.0,40.0
ford fiesta (DE),2015.0,10500.0,93.0
ford fiesta (DE),2015.0,11000.0,56.0
ford fiesta (DE),2015.0,11500.0,29.0
ford fiesta (DE),2015.0,12000.0,13.0
ford fiesta (DE),2015.0,12500.0,28.0
ford fiesta (DE),2015.0,13000.0,9.0
ford fiesta (DE),2015.0,13500.0,12.0
ford fiesta (DE),2015.0,14000.0,1.0
ford fiesta (DE),2015.0,14500.0,3.0
ford fiesta (DE),2015.0,15000.0,0.0
ford fiesta (DE),2015.0,15500.0,0.0
ford fiesta (DE),2015.0,16000.0,0.0
ford fiesta (DE),2015.0,16500.0,0.0
ford fiesta (DE),2015.0,17000.0,0.0
ford fiesta (DE),2015.0,17500.0,0.0
ford fiesta (DE),2015.0,18000.0,0.0
ford fiesta (DE),2015.0,18500.0,0.0
ford fiesta (DE),2015.0,19000.0,0.0
ford fiesta (DE),2015.0,19500.0,0.0
ford fiesta (DE),2015.0,20000.0,0.0
ford fiesta (DE),2015.0,20500.0,0.0
ford fiesta (DE),2015.0,21000.0,0.0
ford fiesta (DE),2015.0,21500.0,0.0
ford fiesta (DE),2016.0,1000.0,0.0
ford fiesta (DE),2016.0,1500.0,0.0
ford fiesta (DE),2016.0,2000.0,0.0
ford fiesta (DE),2016.0,2500.0,0.0
ford fiesta (DE),2016.0,3000.0,0.0
ford fiesta (DE),2016.0,3500.0,0.0
ford fiesta (DE),2016.0,4000.0,0.0
ford fiesta (DE),2016.0,4500.0,0.0
ford fiesta (DE),2016.0,5000.0,0.0
ford fiesta (DE),2016.0,5500.0,0.0
ford fiesta (DE),2016.0,6000.0,0.0
ford fiesta (DE),2016.0,6500.0,0.0
ford fiesta (DE),2016.0,7000.0,16.0
ford fiesta (DE),2016.0,7500.0,32.0
ford fiesta (DE),2016.0,8000.0,5.0
ford fiesta (DE),2016.0,8500.0,43.0
ford fiesta (DE),2016.0,9000.0,63.0
ford fiesta (DE),2016.0,9500.0,100.0
ford fiesta (DE),2016.0,10000.0,43.0
ford fiesta (DE),2016.0,10500.0,83.0
ford fiesta (DE),2016.0,11000.0,68.0
ford fiesta (DE),2016.0,11500.0,85.0
ford fiesta (DE),2016.0,12000.0,37.0
ford fiesta (DE),2016.0,12500.0,60.0
ford fiesta (DE),2016.0,13000.0,28.0
ford fiesta (DE),2016.0,13500.0,37.0
ford fiesta (DE),2016.0,14000.0,17.0
ford fiesta (DE),2016.0,14500.0,24.0
ford fiesta (DE),2016.0,15000.0,3.0
ford fiesta (DE),2016.0,15500.0,3.0
ford fiesta (DE),2016.0,16000.0,4.0
ford fiesta (DE),2016.0,16500.0,5.0
ford fiesta (DE),2016.0,17000.0,0.0
ford fiesta (DE),2016.0,17500.0,1.0
ford fiesta (DE),2016.0,18000.0,0.0
ford fiesta (DE),2016.0,18500.0,0.0
ford fiesta (DE),2016.0,19000.0,0.0
ford fiesta (DE),2016.0,19500.0,0.0
ford fiesta (DE),2016.0,20000.0,0.0
ford fiesta (DE),2016.0,20500.0,0.0
ford fiesta (DE),2016.0,21000.0,0.0
ford fiesta (DE),2016.0,21500.0,0.0
ford fiesta (DE),2017.0,1000.0,0.0
ford fiesta (DE),2017.0,1500.0,0.0
ford fiesta (DE),2017.0,2000.0,0.0
ford fiesta (DE),2017.0,2500.0,0.0
ford fiesta (DE),2017.0,3000.0,0.0
ford fiesta (DE),2017.0,3500.0,0.0
ford fiesta (DE),2017.0,4000.0,0.0
ford fiesta (DE),2017.0,4500.0,0.0
ford fiesta (DE),2017.0,5000.0,0.0
ford fiesta (DE),2017.0,5500.0,0.0
ford fiesta (DE),2017.0,6000.0,0.0
ford fiesta (DE),2017.0,6500.0,0.0
ford fiesta (DE),2017.0,7000.0,0.0
ford fiesta (DE),2017.0,7500.0,0.0
ford fiesta (DE),2017.0,8000.0,0.0
ford fiesta (DE),2017.0,8500.0,1.0
ford fiesta (DE),2017.0,9000.0,2.0
ford fiesta (DE),2017.0,9500.0,32.0
ford fiesta (DE),2017.0,10000.0,62.0
ford fiesta (DE),2017.0,10500.0,152.0
ford fiesta (DE),2017.0,11000.0,73.0
ford fiesta (DE),2017.0,11500.0,111.0
ford fiesta (DE),2017.0,12000.0,68.0
ford fiesta (DE),2017.0,12500.0,171.0
ford fiesta (DE),2017.0,13000.0,100.0
ford fiesta (DE),2017.0,13500.0,223.0
ford fiesta (DE),2017.0,14000.0,78.0
ford fiesta (DE),2017.0,14500.0,181.0
ford fiesta (DE),2017.0,15000.0,87.0
ford fiesta (DE),2017.0,15500.0,218.0
ford fiesta (DE),2017.0,16000.0,100.0
ford fiesta (DE),2017.0,16500.0,186.0
ford fiesta (DE),2017.0,17000.0,75.0
ford fiesta (DE),2017.0,17500.0,164.0
ford fiesta (DE),2017.0,18000.0,72.0
ford fiesta (DE),2017.0,18500.0,101.0
ford fiesta (DE),2017.0,19000.0,33.0
ford fiesta (DE),2017.0,19500.0,45.0
ford fiesta (DE),2017.0,20000.0,19.0
ford fiesta (DE),2017.0,20500.0,23.0
ford fiesta (DE),2017.0,21000.0,3.0
ford fiesta (DE),2017.0,21500.0,9.0
peugeot 308 (FR),2008.0,3000.0,2.0
peugeot 308 (FR),2008.0,3500.0,12.0
peugeot 308 (FR),2008.0,4000.0,16.0
peugeot 308 (FR),2008.0,4500.0,19.0
peugeot 308 (FR),2008.0,5000.0,14.0
peugeot 308 (FR),2008.0,5500.0,19.0
peugeot 308 (FR),2008.0,6000.0,15.0
peugeot 308 (FR),2008.0,6500.0,15.0
peugeot 308 (FR),2008.0,7000.0,7.0
peugeot 308 (FR),2008.0,7500.0,6.0
peugeot 308 (FR),2008.0,8000.0,5.0
peugeot 308 (FR),2008.0,8500.0,2.0
peugeot 308 (FR),2008.0,9000.0,0.0
peugeot 308 (FR),2008.0,9500.0,0.0
peugeot 308 (FR),2008.0,10000.0,0.0
peugeot 308 (FR),2008.0,10500.0,0.0
peugeot 308 (FR),2008.0,11000.0,0.0
peugeot 308 (FR),2008.0,11500.0,0.0
peugeot 308 (FR),2008.0,12000.0,0.0
peugeot 308 (FR),2008.0,12500.0,0.0
peugeot 308 (FR),2008.0,13000.0,0.0
peugeot 308 (FR),2008.0,13500.0,0.0
peugeot 308 (FR),2008.0,14000.0,0.0
peugeot 308 (FR),2008.0,14500.0,0.0
peugeot 308 (FR),2008.0,15000.0,0.0
peugeot 308 (FR),2008.0,15500.0,0.0
peugeot 308 (FR),2008.0,16000.0,0.0
peugeot 308 (FR),2008.0,16500.0,0.0
peugeot 308 (FR),2008.0,17000.0,0.0
peugeot 308 (FR),2008.0,17500.0,0.0
peugeot 308 (FR),2008.0,18000.0,0.0
peugeot 308 (FR),2008.0,18500.0,0.0
peugeot 308 (FR),2008.0,19000.0,0.0
peugeot 308 (FR),2008.0,19500.0,0.0
peugeot 308 (FR),2008.0,20000.0,0.0
peugeot 308 (FR),2008.0,20500.0,0.0
peugeot 308 (FR),2008.0,21000.0,0.0
peugeot 308 (FR),2008.0,21500.0,0.0
peugeot 308 (FR),2008.0,22000.0,0.0
peugeot 308 (FR),2008.0,22500.0,0.0
peugeot 308 (FR),2008.0,23000.0,0.0
peugeot 308 (FR),2008.0,23500.0,0.0
peugeot 308 (FR),2008.0,24000.0,0.0
peugeot 308 (FR),2008.0,24500.0,0.0
peugeot 308 (FR),2008.0,25000.0,0.0
peugeot 308 (FR),2008.0,25500.0,0.0
peugeot 308 (FR),2008.0,26000.0,0.0
peugeot 308 (FR),2008.0,26500.0,0.0
peugeot 308 (FR),2008.0,27000.0,0.0
peugeot 308 (FR),2008.0,27500.0,0.0
peugeot 308 (FR),2008.0,28000.0,0.0
peugeot 308 (FR),2008.0,28500.0,0.0
peugeot 308 (FR),2008.0,29000.0,0.0
peugeot 308 (FR),2008.0,29500.0,0.0
peugeot 308 (FR),2009.0,3000.0,0.0
peugeot 308 (FR),2009.0,3500.0,7.0
peugeot 308 (FR),2009.0,4000.0,9.0
peugeot 308 (FR),2009.0,4500.0,15.0
peugeot 308 (FR),2009.0,5000.0,14.0
peugeot 308 (FR),2009.0,5500.0,23.0
peugeot 308 (FR),2009.0,6000.0,14.0
peugeot 308 (FR),2009.0,6500.0,24.0
peugeot 308 (FR),2009.0,7000.0,7.0
peugeot 308 (FR),2009.0,7500.0,10.0
peugeot 308 (FR),2009.0,8000.0,3.0
peugeot 308 (FR),2009.0,8500.0,2.0
peugeot 308 (FR),2009.0,9000.0,1.0
peugeot 308 (FR),2009.0,9500.0,0.0
peugeot 308 (FR),2009.0,10000.0,1.0
peugeot 308 (FR),2009.0,10500.0,0.0
peugeot 308 (FR),2009.0,11000.0,0.0
peugeot 308 (FR),2009.0,11500.0,0.0
peugeot 308 (FR),2009.0,12000.0,0.0
peugeot 308 (FR),2009.0,12500.0,0.0
peugeot 308 (FR),2009.0,13000.0,0.0
peugeot 308 (FR),2009.0,13500.0,0.0
peugeot 308 (FR),2009.0,14000.0,0.0
peugeot 308 (FR),2009.0,14500.0,0.0
peugeot 308 (FR),2009.0,15000.0,0.0
peugeot 308 (FR),2009.0,15500.0,0.0
peugeot 308 (FR),2009.0,16000.0,0.0
peugeot 308 (FR),2009.0,16500.0,0.0
peugeot 308 (FR),2009.0,17000.0,0.0
peugeot 308 (FR),2009.0,17500.0,0.0
peugeot 308 (FR),2009.0,18000.0,0.0
peugeot 308 (FR),2009.0,18500.0,0.0
peugeot 308 (FR),2009.0,19000.0,0.0
peugeot 308 (FR),2009.0,19500.0,0.0
peugeot 308 (FR),2009.0,20000.0,0.0
peugeot 308 (FR),2009.0,20500.0,0.0
peugeot 308 (FR),2009.0,21000.0,0.0
peugeot 308 (FR),2009.0,21500.0,0.0
peugeot 308 (FR),2009.0,22000.0,0.0
peugeot 308 (FR),2009.0,22500.0,0.0
peugeot 308 (FR),2009.0,23000.0,0.0
peugeot 308 (FR),2009.0,23500.0,0.0
peugeot 308 (FR),2009.0,24000.0,0.0
peugeot 308 (FR),2009.0,24500.0,0.0
peugeot 308 (FR),2009.0,25000.0,0.0
peugeot 308 (FR),2009.0,25500.0,0.0
peugeot 308 (FR),2009.0,26000.0,0.0
peugeot 308 (FR),2009.0,26500.0,0.0
peugeot 308 (FR),2009.0,27000.0,0.0
peugeot 308 (FR),2009.0,27500.0,0.0
peugeot 308 (FR),2009.0,28000.0,0.0
peugeot 308 (FR),2009.0,28500.0,0.0
peugeot 308 (FR),2009.0,29000.0,0.0
peugeot 308 (FR),2009.0,29500.0,0.0
peugeot 308 (FR),2010.0,3000.0,0.0
peugeot 308 (FR),2010.0,3500.0,0.0
peugeot 308 (FR),2010.0,4000.0,4.0
peugeot 308 (FR),2010.0,4500.0,6.0
peugeot 308 (FR),2010.0,5000.0,13.0
peugeot 308 (FR),2010.0,5500.0,23.0
peugeot 308 (FR),2010.0,6000.0,14.0
peugeot 308 (FR),2010.0,6500.0,38.0
peugeot 308 (FR),2010.0,7000.0,20.0
peugeot 308 (FR),2010.0,7500.0,30.0
peugeot 308 (FR),2010.0,8000.0,7.0
peugeot 308 (FR),2010.0,8500.0,10.0
peugeot 308 (FR),2010.0,9000.0,1.0
peugeot 308 (FR),2010.0,9500.0,1.0
peugeot 308 (FR),2010.0,10000.0,0.0
peugeot 308 (FR),2010.0,10500.0,0.0
peugeot 308 (FR),2010.0,11000.0,0.0
peugeot 308 (FR),2010.0,11500.0,0.0
peugeot 308 (FR),2010.0,12000.0,0.0
peugeot 308 (FR),2010.0,12500.0,1.0
peugeot 308 (FR),2010.0,13000.0,0.0
peugeot 308 (FR),2010.0,13500.0,0.0
peugeot 308 (FR),2010.0,14000.0,0.0
peugeot 308 (FR),2010.0,14500.0,0.0
peugeot 308 (FR),2010.0,15000.0,0.0
peugeot 308 (FR),2010.0,15500.0,0.0
peugeot 308 (FR),2010.0,16000.0,0.0
peugeot 308 (FR),2010.0,16500.0,0.0
peugeot 308 (FR),2010.0,17000.0,0.0
peugeot 308 (FR),2010.0,17500.0,0.0
peugeot 308 (FR),2010.0,18000.0,0.0
peugeot 308 (FR),2010.0,18500.0,0.0
peugeot 308 (FR),2010.0,19000.0,0.0
peugeot 308 (FR),2010.0,19500.0,0.0
peugeot 308 (FR),2010.0,20000.0,0.0
peugeot 308 (FR),2010.0,20500.0,0.0
peugeot 308 (FR),2010.0,21000.0,0.0
peugeot 308 (FR),2010.0,21500.0,0.0
peugeot 308 (FR),2010.0,22000.0,0.0
peugeot 308 (FR),2010.0,22500.0,0.0
peugeot 308 (FR),2010.0,23000.0,0.0
peugeot 308 (FR),2010.0,23500.0,0.0
peugeot 308 (FR),2010.0,24000.0,0.0
peugeot 308 (FR),2010.0,24500.0,0.0
peugeot 308 (FR),2010.0,25000.0,0.0
peugeot 308 (FR),2010.0,25500.0,0.0
peugeot 308 (FR),2010.0,26000.0,0.0
peugeot 308 (FR),2010.0,26500.0,0.0
peugeot 308 (FR),2010.0,27000.0,0.0
peugeot 308 (FR),2010.0,27500.0,0.0
peugeot 308 (FR),2010.0,28000.0,0.0
peugeot 308 (FR),2010.0,28500.0,0.0
peugeot 308 (FR),2010.0,29000.0,0.0
peugeot 308 (FR),2010.0,29500.0,0.0
peugeot 308 (FR),2011.0,3000.0,0.0
peugeot 308 (FR),2011.0,3500.0,0.0
peugeot 308 (FR),2011.0,4000.0,0.0
peugeot 308 (FR),2011.0,4500.0,7.0
peugeot 308 (FR),2011.0,5000.0,3.0
peugeot 308 (FR),2011.0,5500.0,20.0
peugeot 308 (FR),2011.0,6000.0,12.0
peugeot 308 (FR),2011.0,6500.0,24.0
peugeot 308 (FR),2011.0,7000.0,24.0
peugeot 308 (FR),2011.0,7500.0,36.0
peugeot 308 (FR),2011.0,8000.0,20.0
peugeot 308 (FR),2011.0,8500.0,37.0
peugeot 308 (FR),2011.0,9000.0,13.0
peugeot 308 (FR),2011.0,9500.0,11.0
peugeot 308 (FR),2011.0,10000.0,1.0
peugeot 308 (FR),2011.0,10500.0,2.0
peugeot 308 (FR),2011.0,11000.0,1.0
peugeot 308 (FR),2011.0,11500.0,0.0
peugeot 308 (FR),2011.0,12000.0,0.0
peugeot 308 (FR),2011.0,12500.0,0.0
peugeot 308 (FR),2011.0,13000.0,0.0
peugeot 308 (FR),2011.0,13500.0,0.0
peugeot 308 (FR),2011.0,14000.0,0.0
peugeot 308 (FR),2011.0,14500.0,0.0
peugeot 308 (FR),2011.0,15000.0,0.0
peugeot 308 (FR),2011.0,15500.0,0.0
peugeot 308 (FR),2011.0,16000.0,0.0
peugeot 308 (FR),2011.0,16500.0,0.0
peugeot 308 (FR),2011.0,17000.0,0.0
peugeot 308 (FR),2011.0,17500.0,0.0
peugeot 308 (FR),2011.0,18000.0,0.0
peugeot 308 (FR),2011.0,18500.0,0.0
peugeot 308 (FR),2011.0,19000.0,0.0
peugeot 308 (FR),2011.0,19500.0,0.0
peugeot 308 (FR),2011.0,20000.0,0.0
peugeot 308 (FR),2011.0,20500.0,0.0
peugeot 308 (FR),2011.0,21000.0,0.0
peugeot 308 (FR),2011.0,21500.0,0.0
peugeot 308 (FR),2011.0,22000.0,0.0
peugeot 308 (FR),2011.0,22500.0,0.0
peugeot 308 (FR),2011.0,23000.0,0.0
peugeot 308 (FR),2011.0,23500.0,0.0
peugeot 308 (FR),2011.0,24000.0,0.0
peugeot 308 (FR),2011.0,24500.0,0.0
peugeot 308 (FR),2011.0,25000.0,0.0
peugeot 308 (FR),2011.0,25500.0,0.0
peugeot 308 (FR),2011.0,26000.0,0.0
peugeot 308 (FR),2011.0,26500.0,0.0
peugeot 308 (FR),2011.0,27000.0,0.0
peugeot 308 (FR),2011.0,27500.0,0.0
peugeot 308 (FR),2011.0,28000.0,0.0
peugeot 308 (FR),2011.0,28500.0,0.0
peugeot 308 (FR),2011.0,29000.0,0.0
peugeot 308 (FR),2011.0,29500.0,0.0
peugeot 308 (FR),2012.0,3000.0,0.0
peugeot 308 (FR),2012.0,3500.0,0.0
peugeot 308 (FR),2012.0,4000.0,0.0
peugeot 308 (FR),2012.0,4500.0,0.0
peugeot 308 (FR),2012.0,5000.0,3.0
peugeot 308 (FR),2012.0,5500.0,3.0
peugeot 308 (FR),2012.0,6000.0,8.0
peugeot 308 (FR),2012.0,6500.0,16.0
peugeot 308 (FR),2012.0,7000.0,12.0
peugeot 308 (FR),2012.0,7500.0,35.0
peugeot 308 (FR),2012.0,8000.0,23.0
peugeot 308 (FR),2012.0,8500.0,43.0
peugeot 308 (FR),2012.0,9000.0,27.0
peugeot 308 (FR),2012.0,9500.0,28.0
peugeot 308 (FR),2012.0,10000.0,5.0
peugeot 308 (FR),2012.0,10500.0,9.0
peugeot 308 (FR),2012.0,11000.0,1.0
peugeot 308 (FR),2012.0,11500.0,1.0
peugeot 308 (FR),2012.0,12000.0,2.0
peugeot 308 (FR),2012.0,12500.0,1.0
peugeot 308 (FR),2012.0,13000.0,1.0
peugeot 308 (FR),2012.0,13500.0,0.0
peugeot 308 (FR),2012.0,14000.0,0.0
peugeot 308 (FR),2012.0,14500.0,0.0
peugeot 308 (FR),2012.0,15000.0,0.0
peugeot 308 (FR),2012.0,15500.0,0.0
peugeot 308 (FR),2012.0,16000.0,0.0
peugeot 308 (FR),2012.0,16500.0,0.0
peugeot 308 (FR),2012.0,17000.0,0.0
peugeot 308 (FR),2012.0,17500.0,0.0
peugeot 308 (FR),2012.0,18000.0,0.0
peugeot 308 (FR),2012.0,18500.0,0.0
peugeot 308 (FR),2012.0,19000.0,0.0
peugeot 308 (FR),2012.0,19500.0,0.0
peugeot 308 (FR),2012.0,20000.0,0.0
peugeot 308 (FR),2012.0,20500.0,0.0
peugeot 308 (FR),2012.0,21000.0,0.0
peugeot 308 (FR),2012.0,21500.0,0.0
peugeot 308 (FR),2012.0,22000.0,0.0
peugeot 308 (FR),2012.0,22500.0,0.0
peugeot 308 (FR),2012.0,23000.0,0.0
peugeot 308 (FR),2012.0,23500.0,0.0
peugeot 308 (FR),2012.0,24000.0,0.0
peugeot 308 (FR),2012.0,24500.0,0.0
peugeot 308 (FR),2012.0,25000.0,0.0
peugeot 308 (FR),2012.0,25500.0,0.0
peugeot 308 (FR),2012.0,26000.0,0.0
peugeot 308 (FR),2012.0,26500.0,0.0
peugeot 308 (FR),2012.0,27000.0,0.0
peugeot 308 (FR),2012.0,27500.0,0.0
peugeot 308 (FR),2012.0,28000.0,0.0
peugeot 308 (FR),2012.0,28500.0,0.0
peugeot 308 (FR),2012.0,29000.0,0.0
peugeot 308 (FR),2012.0,29500.0,0.0
peugeot 308 (FR),2013.0,3000.0,0.0
peugeot 308 (FR),2013.0,3500.0,0.0
peugeot 308 (FR),2013.0,4000.0,0.0
peugeot 308 (FR),2013.0,4500.0,1.0
peugeot 308 (FR),2013.0,5000.0,2.0
peugeot 308 (FR),2013.0,5500.0,5.0
peugeot 308 (FR),2013.0,6000.0,3.0
peugeot 308 (FR),2013.0,6500.0,9.0
peugeot 308 (FR),2013.0,7000.0,6.0
peugeot 308 (FR),2013.0,7500.0,12.0
peugeot 308 (FR),2013.0,8000.0,13.0
peugeot 308 (FR),2013.0,8500.0,37.0
peugeot 308 (FR),2013.0,9000.0,14.0
peugeot 308 (FR),2013.0,9500.0,50.0
peugeot 308 (FR),2013.0,10000.0,27.0
peugeot 308 (FR),2013.0,10500.0,32.0
peugeot 308 (FR),2013.0,11000.0,20.0
peugeot 308 (FR),2013.0,11500.0,27.0
peugeot 308 (FR),2013.0,12000.0,13.0
peugeot 308 (FR),2013.0,12500.0,17.0
peugeot 308 (FR),2013.0,13000.0,11.0
peugeot 308 (FR),2013.0,13500.0,10.0
peugeot 308 (FR),2013.0,14000.0,4.0
peugeot 308 (FR),2013.0,14500.0,0.0
peugeot 308 (FR),2013.0,15000.0,0.0
peugeot 308 (FR),2013.0,15500.0,0.0
peugeot 308 (FR),2013.0,16000.0,0.0
peugeot 308 (FR),2013.0,16500.0,0.0
peugeot 308 (FR),2013.0,17000.0,0.0
peugeot 308 (FR),2013.0,17500.0,0.0
peugeot 308 (FR),2013.0,18000.0,0.0
peugeot 308 (FR),2013.0,18500.0,0.0
peugeot 308 (FR),2013.0,19000.0,0.0
peugeot 308 (FR),2013.0,19500.0,0.0
peugeot 308 (FR),2013.0,20000.0,0.0
peugeot 308 (FR),2013.0,20500.0,0.0
peugeot 308 (FR),2013.0,21000.0,0.0
peugeot 308 (FR),2013.0,21500.0,0.0
peugeot 308 (FR),2013.0,22000.0,0.0
peugeot 308 (FR),2013.0,22500.0,0.0
peugeot 308 (FR),2013.0,23000.0,0.0
peugeot 308 (FR),2013.0,23500.0,0.0
peugeot 308 (FR),2013.0,24000.0,0.0
peugeot 308 (FR),2013.0,24500.0,0.0
peugeot 308 (FR),2013.0,25000.0,0.0
peugeot 308 (FR),2013.0,25500.0,0.0
peugeot 308 (FR),2013.0,26000.0,0.0
peugeot 308 (FR),2013.0,26500.0,0.0
peugeot 308 (FR),2013.0,27000.0,0.0
peugeot 308 (FR),2013.0,27500.0,0.0
peugeot 308 (FR),2013.0,28000.0,0.0
peugeot 308 (FR),2013.0,28500.0,0.0
peugeot 308 (FR),2013.0,29000.0,0.0
peugeot 308 (FR),2013.0,29500.0,0.0
peugeot 308 (FR),2014.0,3000.0,0.0
peugeot 308 (FR),2014.0,3500.0,0.0
peugeot 308 (FR),2014.0,4000.0,0.0
peugeot 308 (FR),2014.0,4500.0,0.0
peugeot 308 (FR),2014.0,5000.0,1.0
peugeot 308 (FR),2014.0,5500.0,3.0
peugeot 308 (FR),2014.0,6000.0,1.0
peugeot 308 (FR),2014.0,6500.0,5.0
peugeot 308 (FR),2014.0,7000.0,5.0
peugeot 308 (FR),2014.0,7500.0,16.0
peugeot 308 (FR),2014.0,8000.0,10.0
peugeot 308 (FR),2014.0,8500.0,28.0
peugeot 308 (FR),2014.0,9000.0,20.0
